Text,Actual,Predicted
Woy Bambang knp yg kontra sama kau selalu kau identik kan dg pendukung pak Anies... Fuck apa salah kami dan pak Anies padamu...???,negative,negative
Calon presiden nomor urut satu Anies Baswedan memiliki keseriusan untuk memberantas praktik orang dalam (ordal). Hal itu disampaikan langsung setelah pertemuan dengan para penyandang disabilitas se-Jabodetabek. Download #MetroTVXtend sekarang di Play Store dan App Store. https://t.co/OzFpb3ldL8,positive,positive
Cawapres itu salah satu koentji kemenangan. Dia jadi cawapres pak Ganjar akan ada penolakan dari kami juga. Kami waras dia belum cukup umur belum banyak pengalaman. Buat negara kok coba2. Lebih baik pak Mahfud sebagai wakil pak Ganjar. Sat set tas tes. https://t.co/XDCaNkRZ3z,positive,positive
Ganjar - Mahfud menggugah kebanggaan nasional melalui Konser Salam M3tal yang luar biasa . Gandakan Kesejahteraan Raih Kemakmuran Berkelanjutan @ultramanzoldyck #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/5mjVyTlan8,positive,positive
Gibran (@gibran_tweet) berdiri lalu memprovokasi para pendukung pasangan calon nomor urut 2 dengan mengayun-ayunkan tangannya berulang kali. Ia mengajak hadirin untuk bersorak guna mendukung capresnya. Lantas apakah lantaran dia masih muda aksi provokatif itu bisa dimaklumi? https://t.co/hKxwoOLiJL,positive,positive
@TeddGus @aniesbaswedan @prabowo @ganjarpranowo @cakimiNOW @gibran_tweet Makin dungu aja manusia ini tp sok pinter....,positive,positive
Kirain Prabowo doang yang tone-deaf ternyata Anies juga ,positive,positive
Saya yakin Pak @jokowi Pak @prabowo @gibran_tweet atau siapapun Presiden kita nanti akan membatalkan hal ini,negative,negative
Gibran yg bener-bener pinter kayanya gibran yang ini,positive,positive
Sepakat. Anies diawal terlanjur terlalu cepat menginjak gas tapi diakhir menutup debat dgn cukup manis. Wakanda no more Indonesia forever.,positive,positive
@_riverheaven Udah jelas2 Prabowo bilang yang pernah diculik tunjuk ke @budimandjatmiko ,positive,positive
@ignasbowo Gibran dibantu pamannya untuk jadi wapres Alam bantu bapaknya kampanye Gibran kampanye dibantu rombongan para menteri dibantu oligarki dibantu pak lurah,positive,positive
Yes visi MakinYakin AyahbowoGibran bisa memastikan akses yang lebih mudah serta murah bagi masyarakat dlm menginginkan keadilan di pengadilan. #TegasLugasGemoy YesPakbowo EmangMumpuni https://t.co/07kQ3XM5x3,positive,positive
abis nonton yt nya di closethedoor sepertinya gw udh di kadar terlalu mengidolakan bambang pacul utk mempunyai mentalitet korea sejak oktober lalu. smoga gama bisa full menang di jateng biar komandan pacul gak masuk rumah sakit lagi sprti pilkada ahok vs anies dulu,negative,negative
Saya mendukung Pak @prabowo atas feeling beratnya. Terimakasih Pak ...!!! 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩 https://t.co/Fyc0DDrTVz,positive,positive
@awemany ngomong saya cina saya kristen saya minoritas..ngomong ayat. jualan identitas tp ahog ga pernah dituduh main identitas dan rasa. malah nuduh anis,negative,negative
Anies Paling Banyak 'Di-Mention' Netizen saat Debat Pertama Capres https://t.co/J9X7nnFkUj,positive,positive
Coba kalau ganjar yang liat video kpop pasti dibilang politisasi kpop. Tapi kalau anies yang liat video anime di bilang keren dan mengikuti style anak muda. The double standard is real.,positive,positive
Viral! Kampanye Akbar Anies Muhaimin Akan Meluluh Lantakan Lembaga Lembaga Survey Yang Hanya Menggunakan Sampling Responden Yang Cuma 1.000 sd 2.000 Orang.,negative,negative
@jansen_jsp @prabowo https://t.co/HdgPK3s5On,neutral,neutral
@WongNde1997 @jokowi @puanmaharani_ri Menangkan ganjar Mahfud. Kasih paham rakyat dgn data fakta siapa kenapa mrk TDK layak di pilih.,positive,positive
Mahfud Catat Aspirasi Para Penyandang Disabilitas Tentang Minimnya Bantuan Pemerintah https://t.co/dqGyG647s8,negative,negative
Closing statement yang sangat menyentuh dari pak Ganjar penuh pesan kedamaian dan ketegasan. Bahagiakan rakyat karena tuanku ya rakyat jabatan cuma mandat. #DebatCapres Ganjar Paling Tegas https://t.co/EQHLFKoCdg,positive,positive
@Resty_J_Cayah @prabowo Ada kaitan nya sama ini nggak https://t.co/eXvKjfEIHG,positive,positive
@MurtadhaOne1 Klo gw jd prabowo abis acara gw kumpulin tuh ketum2 partai gw goblok2in kalian yg katanya partai besar cuma bs datengin massa segini Jangan cuma koalisi besar massanya kecil minta duitnya aja yg gede ,positive,positive
Anies-Muhaimin menang telak dalam Polling kader PSI 🇮🇩 #amin #AniesMuhaimin2024 #AMINajadulu #AminMenang1Putaran #CoblosNo1 https://t.co/8PjXAJHocO,positive,positive
Cak Imin Janji Kasih Modal Anak Muda Rp 10 juta Tanpa Agunan-Bunga Realistis? Sumber dananya dari mana..?? jangan bodohi &amp; bohongi rakyat dengan janji-janji yg tidak realistis...!! https://t.co/4UdvG77i3I https://t.co/YYPWmtStkh,neutral,neutral
Calon Presiden RI 2024 nomor urut 3 Ganjar Pranowo tiba di Kota Jayapura tepatnya di lapangan karang PTC Entrop. Kedatangan Ganjar ke Jayapura guna bertemu simpatisan dan pendukung Capres -Cawapres 2024 dalam Deklarasi Dukungan untuk Ganjar-Mahfud di Tanah Papua. Sehat selalu https://t.co/DZiDlmUn4Q,positive,positive
Pembantu Presiden Jokowi tdk mengingatkan Pimpinannya. Istilah ABS berlaku juga di Istana Koran Luar Negeri ini isi artikelnya membahas Mahkamah Keluarga hingga pencalonan Gibran yg langgar Etika Apakah Jokowi memamerkan perilaku keluarganya sendiri?? https://t.co/MKogoZUvlG https://t.co/rnOVaxn4Bm,positive,positive
@AbdulRozakUB Pertanyaan yg sama dari siapapun yg mendukung Jokowi sejak 2014: besok Prabowo Jumatan dimana? Berarti seluruh pendukung Jokowi = Kadrun.,positive,positive
Ada yang meniru tapi ketahuan nih Gaes.... Bobby Rizaldi dari TIM TKN Prabowo Gibran mengambil data paparan akademik yang ga dicantumkan sumbernya. Usut punya usut setelah ditinjau data paparan itu punya Andi Widjajanto ketika jadi Gubernur Lemhannas. Utas!! https://t.co/nRofRXCSiJ,negative,negative
Harus diakui fisik Ganjar Pranowo benar-benar sangat kuat . Dengan jadwal yg cukup padat harusnya dia beristirahat menjelang malam hari namun Ganjar masih mengisi sejumlah acara diantaranya bertemu kawula muda untuk berdialog santai. Capres sebelah bisa begini gak ya? https://t.co/MKkZ3Menjt,positive,positive
KOMITMEN N JANJI Pak Anies pada PRABOWO adalah FOKUS MENUNTASKAN 5 TH TUGAS di JAKARTA tidak akan maju CAPRES selama masih TUGAS sbg GUBERNUR DKI ingat!!! https://t.co/8i70H4W3Sm,positive,positive
Kesejukan dan ketulusan ada pada Prabowo Keangkuhan ada pada Ganjar. No Debat By : RG Tumben RG pinter menilai debat tadi mlm https://t.co/wtlMEgSGBz,positive,positive
Di atas hukum ada moral dan etika sbg refleksi dari religiositas dan kearifan budaya adiluhung. Hukum dlm arti aturan2 bisa dibuat oleh penguasa sekaligus bisa dimanipulasi oleh penguasa. Salah satu teorinya hukum adalah produk politik. Yang terpenting dari landasan operasional,positive,positive
Kelompok manapun di negara ini yg mendukung Anies adalah terburu-buru karena debat Capres dan Cawapres belum selesai rakyat Indonesia harus menonton dan membulatkan tekad paslon mana yg benar-benar mampu untuk memimpin negara ini.,positive,positive
@Gerindra Konteksnya ingin menyebutkan bhw anies berkhianat tapi pura2 blo'on kalo dia mengkhianati seluruh pendukungnya bahkan ulama dan donatur yang memberi tanpa pamrih. Kuman di seberang lautan tampak tapi gajah di pelupuk mata tidak tampak. Jenis manusia yang gak introspeksi diri ,neutral,neutral
Hasil Survey yang diolah berdasarkan penelitian yang dilakukan menghasilkan bahwa anis tidak layak jadi Pemimpin https://t.co/rrGyvvaslY,positive,positive
@kafir_introvert Bener nih gw pun mikir gini. Yg bikin gw ga bakalan melirik pak ganjar cuma faktor PDIP. Selain itu aman,positive,positive
Prabowo Minta Maaf di Debat Kelima Pilpres 2024 ke Capres-Cawapres TPN Ganjar-Mahfud : Permintaan Maaf yang Ditunggu Adalah Pelanggaran HAM https://t.co/mIZRqkP8k0,positive,positive
mas @aniesbaswedan di hadang banyak massa di depan bandara Morowali https://t.co/WPwuZ4RJW0,negative,negative
TIMNAS AMIN : Pasangan Anies Muhaimin Serius akan mengubah Nasib Buruh dan Rakyat Indonesia..!! Hidup AMIN https://t.co/tomaaHUue1,positive,positive
@ARSIPAJA Sementara yang ini sedang menangisi sebuah tragedi yang pernah dilakukan oleh capres tersebut https://t.co/fvwHSuR0J2,negative,negative
Mahfud MD dapat doa khusus dari Abuya Muhtadi saat kunjungi Banten #LanjutGAN #LanjutGANsemuakerja #LanjutGANsemuamurah #GanjarSikatKorupsi #GanjarMahfud #GanjarPranowo #GerakCepat #MahfudMD #IndonesiaUnggul #IndonesiaLebihBaik https://t.co/iZFLiqG4yX,positive,positive
@alextham878 Mau cepat2 lihat Ganjar - mahfud atau Anis - Imin Presiden RI ,positive,positive
Ridwan Kamil Yakin 60 Persen Suara Jabar untuk Prabowo-Gibran Menang 1 Putaran https://t.co/L5lG9ojgWl,positive,positive
@ruthnats Sering banget bilang ini sama temen2. Anies itu kayak RARE banget. Pemimpin yang teknokratik + punya wawasan + capabilitas + kepedulian + bersikap adil,positive,positive
naikin kasus Plumpang terus nyalahin Anies adalah fitnah yang kejam sih karena diframing ikut 'terlibat' dalam hilangnya nyawa orang. in fact Pak Anies ngasi IMB Sementara biar mereka dapet akses listrik dan air pun yang ngasi ijin awalnya itu Pak Jokowi junjungan mereka.,negative,negative
Masha Allah terimakasih kawanku semua atas doa tulusnya maaf sy tidak dapat membalas satu persatu namun Allah punya kehendak lain ibunda telah berpulang kepadaNya... Sekali lagi terimakasih atas doa tulus kawan semua semoga ibuku husnul khotimah... Aamiin ,positive,positive
Aku mau share pendapat pribadiku soal pilpres karena sampe skrng aku belum menentukan pilihan Siapa tau bisa menjadi insight buat temen2 Pada Pilpres ini Aku jujur tertarik ama 3 orang ini 1. Pak anies 2. Prof Mahfud MD 3. Pak Prabowo,positive,positive
Suap sebesar 7 persen itu menghasilkan $55 4 juta lebih dari cukup untuk mendanai kampanye Prabowo. Menurut beberapa pengungkap fakta (whistleblower) Prabowo diberi uang tunai sebesar $20 juta pertama dalam sebuah jet pribadi di bandara Doha. https://t.co/0GfqQjyQql,positive,positive
padahal udah pgn liat desak anies di dbl anyingggg tapi ada aja halangannya....,positive,positive
saya sebagai sosial media personality dengan demografi perempuan usia 50 tahun dan menyukai Gunung Everest ingin mengajak teman-teman semua untuk mendukung pasangan capres Ganjar Pranowo-Mahfud MD serta PDI Perjuangan dalam Pemilu 2024.,positive,positive
Anies omongnya ngedabrus kerjanya ga bisaaaaaa!!!,negative,negative
Mas @aniesbaswedan geram dengan fenomena orang dalam. Kalau di biarkan bisa menjadi dinasti politik melanggengkn kekuasaan dan hilangnya MERITOKRASI kepemimpinan yg profesional. Jngan sampai menjadi negara kekuasaan tapi kembali menjadi negara hukum yg adil dan makmur untuk semua https://t.co/3AT5sxRap4,positive,positive
@WagimanDeep212_ Momen Ganjar rangkul pendukung Prabowo saat bentangkan spanduk https://t.co/8lq2ggPFhe,positive,positive
Vidio ini cocok utk dishare di grup umum...krn tidak menyebut nama org yg layak dipilih...tapi mengarahkan pada nama ttt mas anis......bisa disimpulksn sendiri https://t.co/FdQQSkz2Sr,positive,positive
KTP SAKTI SAT SET MUDAH DAN TAK BERBELIT Wakil Ketua Tim Pemenangan Muda (TPM) Ganjar-Mahfud mengapresiasi inisiasi program KTP SAKTI. Baginya program ini benar-benar dibutuhkan anak muda yang ga suka ribet dengan birokrasi yang panjang. Ganjarist Optimis!!! #LanjutGan https://t.co/YRSmnHmfMT,negative,negative
Song Joo-young yang saat ini merupakan Insinyur DevOps yang bertanggung jawab atas layanan penggemar online BTS dan AWS Container Hero pertama di Korea berbicara tentang Jimin di salah satu acaranya. Kalau ditanya siapa favoritku di BTS itu Jimin. Tubuhnya sangat indah. https://t.co/92Qq2RI5dr,positive,positive
Habib Rizieq Dukung Seruan Ijtima Ulama Menangkan Anies-Muhaimin di Pilpres 2024 https://t.co/tkFBIUqr6K,positive,positive
Gw heran akun kaya gini nempelin bendera palestina segambreng gini tp belain prabowo ngerti ga sih apa dan siapa yg dia bela?,positive,positive
Gibran aka Elsulfat : ayo trs trs jangan lupa https://t.co/9LzUgppmWa,positive,positive
Tadi nonton kampanye GBK di tifi. Trs ada pak Prabowo bilang 'jangan melakukan kecurangan'. Emak gue nyeletuk 'stadion segede gitu ga ada kaca sih' ,negative,negative
terima kasih Pramudya Kusumawardana terima kasih PraYer terima kasih Kusumawardana/Rambitan. selamat mengudara dan terbang tinggi ya semoga segala sesuatu yg Pram impikan dan targetkan bisa tercapai. dan semoga kamu selalu mengingat PramYere sbg pernah yg membahagiakan https://t.co/WpXORWokdY,positive,positive
Arti bahasa Isyarat dr Abah Anies dan Cak Imin. 1. Saranghaeyo 2. Sasageyo ala anime Attack on Titan. 3. Waktunya Perubahan. 4. Wakanda No More Indonesia Forever. #KumpulAkbarJIS01 https://t.co/B7Umn2P9HH,neutral,neutral
@sab19799609 @blissfulnim @imanlagi @aniesbaswedan Mereka kan sengaja pada follow ada gerombolan yg tugasnya brodol komensemacam all in. Di akun gerindra aja banyak buzzer ganjar juga di post paling viral 12 juta,positive,positive
Disambut Meriah di Bangka Tengah Kehadiran Harwendro Turut Sampaikan Pesan Prabowo - https://t.co/e9idRwVxby https://t.co/KKBLkPLQTJ #MenangSeputaran,positive,positive
Mahfud dinobatkan jadi warga kehormatan Jawara Pantura Banten #LanjutGAN #LanjutGANsemuakerja #LanjutGANsemuamurah #GanjarSikatKorupsi #GanjarMahfud #GanjarPranowo #GerakCepat #MahfudMD #IndonesiaUnggul #IndonesiaLebihBaik https://t.co/zXP8L6Lvdl,positive,positive
Anies soal Prabowo Emosional di Debat Perdana: Untung Enggak Ada Meja di Situ https://t.co/3KYJagbGPj,positive,positive
Yang bisa mempengaruhi Swing Voter jelas Prabowo Gibran Bu Mo bicara apa saja semua ada di kubu 02 Ketegasan ada Anak muda ada Gimmick paling JUARA Visi Misi Pro Masa depan 60% pemilik suara Relawan akar Rumput Paling Banyak @PartaiSocmed sudah dukung Prabowo Soal,positive,positive
@Fahrihamzah Loe bukan levelnya Anies... level Anies jauh lebih tinggi dr pada loe ,negative,negative
Gibran yang seenaknya gak beretika ngomporin eh Timses yang ditegur - trus KPU jadi gak enak hati Biarkan Rakyat yang menilai nggih Buat apa muda tapi gak beretika KPU Akan Tegur Timses Usai Gibran Bakar Semangat Pendukung Saat Debat Capres https://t.co/lbx14L3PwM,positive,positive
Budiman bilang Prabowo belum terbukti kriminal. Inikah Stockholm Syndrome? https://t.co/VfwNnsAM2v,positive,positive
Memberikan suara dalam di TPS adalah hak rakyat sebagian besar ingin PAKBowoGBRan PilihanPASTI agar menciptakan nusantara lebih makmur. @prabowo @prabowogibran02 #10FebKITABiruinGBK YukSIAPIN KAOSGemoynya https://t.co/pRXRJOT2so,positive,positive
Ada satu lagi hadiah untuk para pendukung Pak Jenderal @prabowo dari Rakyat yg juga salah satu Puteri Presiden RI Ke-4 Bpk.Abdurahman Wahid. Mangga silahkan disimak.. Note : @andre_rosiade @habiburokhman @nusronwahid01 @Fahrihamzah dan Sdr.Maman Golkar.,positive,positive
Manado Sulawesi Utara Menyala pagi ini....saat dini hari pukul 3 pagi tadi Pak Anies sudah tiba di Manado Sulawesi Utara dan pak Anies Rela tidak Tidur usai dari debat capres pamungkas tadi malam langsung Menuju Manado Sulawesi Utara Senin 5 Februari 2024 https://t.co/xT3EZJt3bU,positive,positive
@khopay66 @mohmahfudmd Moga dilepaskan dr segala tuduhan..klo sudah ada pernyataan spt ini dr Pak Mahfud.,positive,positive
@hipohan @prabowo Percuma diberikan pengertian. orang orang bodoh itu di tinggalkan. jangan diberi penjelasan.,positive,positive
belsa bisa ngencing di celana kalau berhadapan dengan cak imin dan pak mahfud....kalah segala galanya ane rasa timsesnya banyak yg tidak hadir di tgl 22 nanti... hadir sama saja bunuh diri.. 🇮🇩,negative,negative
Ganteng polllll https://t.co/rJfZgpen3H,positive,positive
Biarkan kampus tetap pada fitrahnya sebagai mimbar ilmu pengetahuan yang merdeka. Siapapun di dalamnya bebas untuk berekspresi apalagi ketika demokrasi di negeri ini tengah diambang kemerosotan. Saya dan Prof @mohmahfudmd bersama seluruh civitas akademika yang punya keprihatinan https://t.co/E5bBrCI5YV,positive,positive
TKN: Setengah Juta Orang Daftar Hadiri Kampanye Prabowo-Gibran di GBK https://t.co/GrMEp8Uj97,positive,positive
Sepi udeh pade plng Orasi Ganjar ,negative,negative
Bakudapa ikthiar Perubahan semakin menggema Bismillah Abah @aniesbaswedan AMIN MENANG INDONESIA ADIL DAN MAKMUR UNTUK SELURUH RAKYAT INDONESIA https://t.co/nOH8JbzXNy,positive,positive
Setelah Lama Menimbang KAMI Lintas Provinsi Menjatuhkan Pilihan untuk AMIN https://t.co/jaSUuVUaxc,negative,negative
Dengan tidak memilih GIBRAN anda udah menyelamatkan bangsa ini dari praktek NEPOTISME https://t.co/PqhbmjyITF,positive,positive
Ahok turut memberikan semangat positif pada momentum kemenangan Ganjar - Mahfud. Tiga Kali Lebih Sejahtera Untuk Indonesia Hebat! @bngktndr96 #GanjarMahfud2024 #SalamM3tal #Coblos3 https://t.co/3hGWYdwMm7,positive,positive
politik list counter pendukung 02 kalau dibilangin - gibran nepotisme: dulu anies sama ganjar pernah rebutan gibran - prabowo pelanggar HAM: dia disuruh/isu diangkat 5 tahun sekali - jokowi kampanye: ga ada buktinya jokowi ngomong dukung 02 - jangan pilih 02 mereka (cont..),positive,positive
Mangkanya ada orang yg ga mau milih pak anies karna terlalu islam aja udah aneh banget.. kaya lu islam tapi lu mempermasalahin org yg agamanya bener itu tuh ganana?,positive,positive
@tvOneNews tvOne TV nya Paslon Prabowo Gibran titik.,negative,negative
Kaesang: Pak Anies Perubahan-Pak Prabowo Lanjutkan Pak Ganjar Saya Bingung Jadi kalau ingin melanjutkan pilih nomor 2. Kalau ingin perubahan bisa pilih nomor 1 ujar Kaesang. &gt;&gt; https://t.co/YVZX6fKxu0 #detikPemilu #WaktunyaMilih,negative,negative
Rektor Paramadina Kritik Jokowi: Sudah Sempurna Otoriternya Presiden seperti Raja https://t.co/ortfdgPxD1,positive,positive
Tuanku ya Rakyat Jabatan hanyalah Mandat #GanjarMahfud2024 https://t.co/Doffj8wodT,negative,negative
Waktu @prabowo nyemplung ke kolam pamit gak sama pendukungnya? Pamit gak sama keluarga 6 orang yg mati paska pengumuman KPU? @andre_rosiade https://t.co/AT3IpOgkBN,positive,positive
